Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,processdate
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly,2025-02-04 21:41:01
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly,2025-03-15 01:40:35
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly,2025-03-01 22:14:16
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly,2025-04-10 12:58:29
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4.0,No,Express,No,No,42,Credit Card,Every 3 Months,2025-05-10 09:22:27
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,No,Free Shipping,No,No,28,Credit Card,Weekly,2025-03-28 03:11:53
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,No,2-Day Shipping,No,No,13,Venmo,Fortnightly,2025-01-29 08:40:25
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,No,Standard,No,No,25,PayPal,Fortnightly,2025-02-21 18:38:35
2967,52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,No,Store Pickup,No,No,38,Debit Card,Every 3 Months,2025-05-09 05:00:43
2968,34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4,No,Free Shipping,No,No,40,Venmo,Annually,2025-01-31 02:46:17
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,Express,No,No,25,Cash,Every 3 Months,2025-06-18 12:44:47
2970,36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,4.3,No,Next Day Air,No,No,20,Cash,Every 3 Months,2025-01-17 21:14:12
2971,24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly,2025-06-04 19:42:40
2972,30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,No,Next Day Air,No,No,9,PayPal,Every 3 Months,2025-03-20 08:41:24
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,No,Free Shipping,No,No,11,Venmo,Every 3 Months,2025-01-27 21:45:35
2974,25,Female,Boots,Footwear,65,Indiana,M,Blue,Summer,2.7,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly,2025-04-21 20:33:41
2975,57,Female,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,4.1,No,Store Pickup,No,No,34,Credit Card,Weekly,2025-02-13 01:10:26
2976,61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,No,48,Cash,Every 3 Months,2025-06-09 22:49:50
2977,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,No,Express,No,No,28,Cash,Fortnightly,2025-06-08 08:33:08
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,No,Standard,No,No,20,Venmo,Annually,2025-01-29 05:46:08
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,Free Shipping,No,No,49,Bank Transfer,Fortnightly,2025-02-26 15:21:27
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,No,Next Day Air,No,No,14,PayPal,Weekly,2025-03-04 05:28:40
2981,70,Female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.4,No,2-Day Shipping,No,No,9,Bank Transfer,Monthly,2025-02-08 20:05:09
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,No,Standard,No,No,37,Venmo,Annually,2025-04-12 14:24:02
2983,33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,No,Store Pickup,No,No,4,Credit Card,Weekly,2025-02-09 10:36:05
2984,60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,No,1,Credit Card,Quarterly,2025-04-30 17:58:26
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly,2025-01-24 20:48:40
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,No,Express,No,No,21,Cash,Bi-Weekly,2025-05-29 14:27:59
2987,62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,No,16,Credit Card,Monthly,2025-02-02 20:13:08
2988,63,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,No,Store Pickup,No,No,42,Cash,Monthly,2025-05-10 20:53:20
2989,69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,No,2-Day Shipping,No,No,31,Debit Card,Monthly,2025-03-19 04:03:40
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,Weekly,2025-06-22 19:20:18
2991,69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,No,Free Shipping,No,No,24,Venmo,Monthly,2025-05-14 21:47:20
2992,66,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9,No,Standard,No,No,7,PayPal,Bi-Weekly,2025-06-21 13:19:20
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,Store Pickup,No,No,25,Venmo,Weekly,2025-03-18 08:56:08
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,No,18,Cash,Bi-Weekly,2025-06-14 13:21:47
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Store Pickup,No,No,14,Bank Transfer,Quarterly,2025-02-21 07:45:34
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Standard,No,No,42,Debit Card,Bi-Weekly,2025-06-06 04:49:28
2997,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,No,Express,No,No,6,Venmo,Every 3 Months,2025-05-22 23:03:27
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,No,14,Venmo,Every 3 Months,2025-01-14 22:15:15
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Express,No,No,30,Debit Card,Quarterly,2025-04-21 10:05:36
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,No,10,Cash,Monthly,2025-02-20 09:09:55
3001,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,No,7,PayPal,Weekly,2025-03-12 19:30:27
3002,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Express,No,No,28,Credit Card,Quarterly,2025-01-22 16:40:28
3003,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,No,19,Bank Transfer,Quarterly,2025-05-24 08:50:18
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,No,13,Credit Card,Every 3 Months,2025-05-23 14:27:42
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23,Venmo,Fortnightly,2025-06-10 06:02:16
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5,Venmo,Weekly,2025-05-14 06:07:19
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,No,17,Venmo,Bi-Weekly,2025-04-20 03:23:55
3008,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Next Day Air,No,No,31,Venmo,Weekly,2025-05-26 09:25:21
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Weekly,2025-01-01 18:20:53
3010,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8,Venmo,Fortnightly,2025-03-24 05:10:31
3011,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,No,15,Credit Card,Annually,2025-02-15 04:56:21
3012,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Next Day Air,No,No,18,Credit Card,Every 3 Months,2025-03-08 04:41:04
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,No,16,PayPal,Annually,2025-06-09 02:21:26
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,No,13,Cash,Monthly,2025-02-25 13:22:56
3015,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Express,No,No,38,PayPal,Every 3 Months,2025-01-07 03:19:28
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,No,27,Bank Transfer,Bi-Weekly,2025-02-27 09:18:20
3017,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31,Bank Transfer,Quarterly,2025-03-16 20:35:44
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Next Day Air,No,No,24,Cash,Bi-Weekly,2025-03-09 11:48:19
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly,2025-05-31 07:44:28
3020,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,No,15,PayPal,Annually,2025-03-23 23:18:12
3021,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,No,48,Venmo,Every 3 Months,2025-04-04 23:27:54
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,Quarterly,2025-05-31 08:11:25
3023,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Free Shipping,No,No,23,PayPal,Weekly,2025-03-20 00:19:26
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,No,4,PayPal,Quarterly,2025-02-23 19:02:39
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Free Shipping,No,No,47,Credit Card,Every 3 Months,2025-02-04 01:16:02
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,No,7,PayPal,Monthly,2025-01-07 09:10:04
3027,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,No,6,Credit Card,Annually,2025-05-23 05:04:58
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,2-Day Shipping,No,No,47,Credit Card,Quarterly,2025-05-20 09:08:25
3029,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,Free Shipping,No,No,7,PayPal,Every 3 Months,2025-02-13 20:53:38
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,No,1,Debit Card,Quarterly,2025-04-24 00:34:21
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,No,23,Credit Card,Weekly,2025-05-10 04:57:13
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,No,30,Credit Card,Monthly,2025-04-02 19:12:31
3033,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Next Day Air,No,No,24,Credit Card,Quarterly,2025-04-11 19:41:57
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,No,Store Pickup,No,No,9,PayPal,Weekly,2025-04-12 00:07:04
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,No,25,Credit Card,Quarterly,2025-05-21 11:15:53
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,No,18,Cash,Bi-Weekly,2025-01-30 06:42:25
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,No,7,Venmo,Fortnightly,2025-02-12 13:03:58
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,No,2,Cash,Annually,2025-05-27 13:48:32
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,No,36,Debit Card,Annually,2025-05-29 16:01:29
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,No,31,PayPal,Bi-Weekly,2025-04-13 20:02:12
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,No,10,Cash,Fortnightly,2025-05-07 23:23:50
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Express,No,No,27,PayPal,Monthly,2025-02-08 13:55:36
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,14,PayPal,Every 3 Months,2025-06-07 05:06:28
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Store Pickup,No,No,17,Credit Card,Monthly,2025-03-19 14:20:04
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,No,10,Bank Transfer,Quarterly,2025-01-31 21:56:16
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,Bi-Weekly,2025-01-16 06:42:01
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,No,25,Cash,Every 3 Months,2025-04-08 20:43:45
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,No,3,PayPal,Bi-Weekly,2025-06-26 05:56:57
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,No,47,Venmo,Fortnightly,2025-04-25 13:34:27
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Next Day Air,No,No,41,Bank Transfer,Bi-Weekly,2025-04-05 06:43:07
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,No,28,Venmo,Every 3 Months,2025-05-09 15:28:38
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,No,49,Debit Card,Every 3 Months,2025-02-12 01:33:02
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,No,7,Bank Transfer,Fortnightly,2025-05-11 09:07:59
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,No,22,Bank Transfer,Monthly,2025-02-13 13:50:00
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,Monthly,2025-02-13 21:50:08
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,No,5,Debit Card,Bi-Weekly,2025-04-04 11:44:57
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Bi-Weekly,2025-06-07 03:28:24
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,Next Day Air,No,No,26,Bank Transfer,Weekly,2025-05-04 02:34:47
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly,2025-06-04 16:39:38
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,Quarterly,2025-01-14 23:14:59
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,Monthly,2025-01-31 03:38:22
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,No,20,PayPal,Every 3 Months,2025-03-03 10:58:16
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,No,39,PayPal,Monthly,2025-05-28 07:49:27
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,No,24,Credit Card,Fortnightly,2025-02-08 02:39:55
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,No,49,Bank Transfer,Quarterly,2025-01-22 19:31:57
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,No,7,Venmo,Bi-Weekly,2025-04-29 19:42:59
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,No,13,Venmo,Every 3 Months,2025-02-20 06:44:35
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,Weekly,2025-06-19 18:08:08
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly,2025-03-21 13:00:09
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,Quarterly,2025-03-02 17:24:13
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,Bi-Weekly,2025-05-10 02:12:28
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,No,6,PayPal,Monthly,2025-05-15 19:46:30
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,No,46,PayPal,Quarterly,2025-05-10 07:41:06
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Bi-Weekly,2025-02-21 07:00:41
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,Fortnightly,2025-06-06 09:16:13
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,No,21,PayPal,Every 3 Months,2025-04-04 12:06:18
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly,2025-03-25 14:34:53
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly,2025-01-24 11:09:02
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,2025-02-19 06:29:03
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Store Pickup,No,No,4,Bank Transfer,Annually,2025-03-09 21:56:57
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly,2025-06-27 18:05:43
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly,2025-06-20 07:12:36
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Next Day Air,No,No,20,Bank Transfer,Annually,2025-03-27 11:46:58
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,No,28,PayPal,Quarterly,2025-03-13 19:35:18
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly,2025-02-17 07:10:32
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,No,10,Venmo,Every 3 Months,2025-06-25 21:12:25
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,No,26,Venmo,Every 3 Months,2025-04-26 00:42:21
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly,2025-06-15 13:37:30
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,Quarterly,2025-06-23 10:56:28
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,No,23,Cash,Bi-Weekly,2025-05-13 22:24:29
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly,2025-01-05 07:55:04
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,Annually,2025-04-07 07:19:48
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly,2025-06-04 12:58:32
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,No,17,Cash,Every 3 Months,2025-01-28 15:41:02
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,No,9,Cash,Weekly,2025-03-02 09:57:22
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,No,13,Venmo,Fortnightly,2025-03-14 09:40:49
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly,2025-06-19 17:12:53
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly,2025-03-28 06:05:08
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,Quarterly,2025-04-19 07:52:40
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly,2025-06-01 07:40:32
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,No,3,Bank Transfer,Weekly,2025-03-01 08:32:01
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9,PayPal,Fortnightly,2025-06-18 03:30:01
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29,Cash,Bi-Weekly,2025-03-28 03:56:28
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,No,42,Bank Transfer,Weekly,2025-05-22 00:51:30
3105,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41,Debit Card,Fortnightly,2025-03-24 05:51:56
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,Monthly,2025-03-29 12:29:53
3107,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually,2025-02-09 17:01:34
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly,2025-06-18 03:03:47
3109,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly,2025-04-20 12:40:01
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly,2025-01-31 10:13:04
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly,2025-02-25 06:28:10
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,Quarterly,2025-06-21 18:38:47
3113,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,No,26,Venmo,Annually,2025-06-25 23:18:07
3114,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly,2025-05-04 23:29:57
3115,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly,2025-03-29 18:19:53
3116,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly,2025-05-08 00:57:29
3117,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly,2025-06-03 14:27:18
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,No,4,PayPal,Bi-Weekly,2025-05-12 22:51:03
3119,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly,2025-02-15 08:15:42
3120,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,2025-06-02 22:46:29
3121,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,No,32,Debit Card,Fortnightly,2025-01-29 04:10:01
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16,Venmo,Weekly,2025-02-05 01:59:44
3123,23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,No,34,Credit Card,Fortnightly,2025-04-02 20:53:51
3124,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,No,40,Venmo,Bi-Weekly,2025-01-28 04:11:47
3125,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months,2025-03-26 16:57:52
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,No,3,Cash,Quarterly,2025-03-23 23:07:44
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly,2025-04-03 13:15:08
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months,2025-03-13 18:02:38
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,Annually,2025-06-08 01:18:50
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,No,40,Venmo,Every 3 Months,2025-03-05 06:23:26
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34,Venmo,Every 3 Months,2025-01-12 23:13:13
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,2025-04-01 10:34:07
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,No,26,Cash,Quarterly,2025-06-27 09:46:15
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly,2025-06-27 20:06:30
